air_temperature,air_humidity,soil_humidity,tomato_grow_stage,measurment_timestamp
29.02240753173828,630,0,1,07:08:05
29.027175903320312,630,0,1,07:08:07
29.016685485839844,630,0,1,07:08:09
29.044342041015625,630,0,1,07:08:12
29.076004028320312,630,0,1,07:08:14
29.102516174316406,630,0,1,07:08:16
